simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.131381	18999	274.461
40	1187	50	0	112.764	3.58144e-05	7.30081
80	1187	0	0	94.2518	7.63154e-14	0.029912
120	1187	0	0	93.3595	1.62617e-22	0.000122552
160	1187	0	0	93.2117	3.46515e-31	5.02105e-07
200	1187	0	0	93.0668	7.38374e-40	2.05716e-09
240	1187	0	0	93.0091	1.57337e-48	8.42837e-12
280	1187	0	0	92.9785	3.35263e-57	3.45317e-14
320	1187	0	0	92.9314	7.14399e-66	1.41479e-16
360	1187	0	0	92.9386	1.52228e-74	5.79651e-19
400	1187	0	0	92.8188	3.24377e-83	2.37488e-21
440	1186	0	1	92.6631	6.91202e-92	9.73007e-24
480	1186	0	0	93.968	1.47285e-100	3.98649e-26
520	1186	0	0	92.6036	3.13844e-109	1.6333e-28
560	1186	0	0	92.8966	6.68758e-118	6.69174e-31
600	1186	0	0	92.939	1.42503e-126	2.74166e-33
640	1186	0	0	92.871	3.03654e-135	1.12328e-35
680	1186	0	0	92.9109	6.47044e-144	4.60217e-38
720	1186	0	0	92.6326	1.37876e-152	1.88555e-40
760	1186	0	0	108.774	2.93794e-161	14.5494
800	1186	0	0	92.6737	6.26034e-170	0.0596102
840	1186	0	0	92.7113	1.33399e-178	0.000244228
880	1186	0	0	93.1539	2.84254e-187	1.00062e-06
920	1186	0	0	93.6722	6.05706e-196	4.09963e-09
960	1186	0	0	92.7992	1.29067e-204	1.67965e-11
1000	1186	0	0	92.859	2.75025e-213	6.88166e-14
1040	1186	0	0	92.5129	5.86039e-222	2.81947e-16
1080	1186	0	0	92.6374	1.24877e-230	1.15516e-18
1120	1186	0	0	92.9204	2.66094e-239	4.73278e-21
1160	1186	0	0	92.7684	5.6701e-248	1.93906e-23
1200	1186	0	0	93.3871	1.20822e-256	7.94448e-26
1240	1186	0	0	93.0023	2.57454e-265	3.25492e-28
1280	1186	0	0	92.7096	5.48599e-274	1.33357e-30
1320	1186	0	0	92.77	1.16899e-282	5.46373e-33
1360	1186	0	0	93.8084	2.49095e-291	2.23853e-35
1400	1186	0	0	93.1538	5.30786e-300	9.17144e-38
1440	1186	0	0	91.1755	0	3.75761e-40
1440.02	1186	0	0	0.138822	0	3.7473e-40
